customer_id,region,plan_type,contract_type,payment_method,device_type,support_channel,issue_type,tenure_months,monthly_charges_usd,total_charges_usd,avg_monthly_data_gb,num_support_contacts,first_call_resolution,nps_score,csat_score,csat_verbatim_text,sentiment_label,sentiment_score,churn_risk_score,churned,revenue_per_tenure_month,support_intensity_index,loyalty_tier,weighted_sentiment_index,interaction_date
CUST02419,Northeast,Standard,Month-to-Month,Auto-Pay,Business Line,Chat,Plan Change,28,88.16,2456.08,74.52,11,True,-35,5,Seamless experience overall,Positive,0.8204,49.0,0,87.72,0.3793,Silver,0.7638,2022-04-02
CUST02420,Midwest,Standard,Month-to-Month,In-Store,Home Internet,Email,Plan Change,49,231.94,10701.04,88.61,4,False,-85,2,Issue still not resolved,Negative,0.201,100,1,218.39,0.08,Gold,0.3263,2024-10-29
CUST02421,Northeast,Enterprise,2-Year,Mail,Home Internet,Email,Billing Dispute,41,232.81,9270.0,69.78,9,True,63,1,No accountability at all,Negative,0.0026,100,1,226.1,0.2143,Gold,0.5353,2023-03-10
CUST02422,West,Standard,2-Year,In-Store,Tablet,In-Store,Billing Dispute,17,122.01,2126.79,63.58,15,True,-27,1,Terrible wait times,Negative,0.146,100,1,125.11,0.8333,Silver,0.3778,2022-07-21
CUST02423,Southeast,Enterprise,Month-to-Month,Auto-Pay,Hotspot,Phone,Billing Dispute,62,177.09,10183.99,17.37,15,True,84,3,Issue eventually resolved,Neutral,0.449,93.2,1,164.26,0.2381,Platinum,0.772,2022-11-22
CUST02424,West,Standard,2-Year,Auto-Pay,Hotspot,App,Device Problem,53,125.62,5701.83,37.76,0,False,33,3,Got what I needed but took a while,Neutral,0.3759,73.4,1,107.58,0.0,Gold,0.6327,2022-01-28
CUST02425,Northeast,Premium,1-Year,Mail,Hotspot,In-Store,Device Problem,18,55.7,975.42,58.81,10,False,-13,2,Terrible wait times,Negative,0.1992,100,1,54.19,0.5263,Silver,0.4522,2023-09-08
CUST02426,Southeast,Premium,1-Year,Mail,Home Internet,In-Store,Network Outage,79,69.29,5317.47,119.28,5,True,83,4,Seamless experience overall,Positive,0.8464,43.4,0,67.31,0.0625,Platinum,0.8702,2022-03-31
CUST02427,West,Basic,Month-to-Month,In-Store,Hotspot,Chat,Network Outage,67,65.99,4392.39,111.41,13,True,-40,5,Agent was very helpful,Positive,0.9214,54.0,0,65.56,0.1912,Platinum,0.755,2024-12-10
CUST02428,West,Standard,Month-to-Month,In-Store,Hotspot,In-Store,Contract Issue,65,192.71,11114.99,50.06,13,True,-85,2,Terrible wait times,Negative,0.1492,100,1,171.0,0.197,Platinum,0.3762,2022-04-17
CUST02429,Southwest,Premium,Month-to-Month,Mail,Smartphone,Email,No Issue,75,65.39,4311.48,28.59,11,True,65,4,Very happy with service,Positive,0.6209,59.0,0,57.49,0.1447,Platinum,0.8387,2022-06-08
CUST02430,Southeast,Enterprise,1-Year,In-Store,Home Internet,Chat,Plan Change,56,46.59,2533.31,5.31,2,True,-88,5,Excellent support experience,Positive,0.7719,41.6,0,45.24,0.0351,Gold,0.671,2023-12-30
CUST02431,Southwest,Premium,1-Year,In-Store,Hotspot,Phone,Billing Dispute,7,51.13,367.58,104.45,12,True,67,4,Outstanding customer care,Positive,0.9449,60.6,0,52.51,1.5,Bronze,0.8422,2022-11-17
CUST02432,Northeast,Premium,Month-to-Month,Manual-Online,Hotspot,App,Plan Change,65,235.46,14410.33,111.75,6,True,27,2,Worst customer service experience,Negative,0.2976,100,1,221.7,0.0909,Platinum,0.5722,2024-02-04
CUST02433,West,Basic,Month-to-Month,Mail,Smartphone,App,Contract Issue,52,195.21,8761.72,15.04,15,True,-46,3,Average experience,Neutral,0.4073,100,1,168.49,0.283,Gold,0.5445,2022-02-15
CUST02434,West,Premium,Month-to-Month,Manual-Online,Home Internet,In-Store,No Issue,33,83.93,2815.14,77.92,13,True,-65,4,Highly satisfied with resolution,Positive,0.6243,89.0,1,85.31,0.3824,Silver,0.6113,2023-10-18
CUST02435,Southeast,Premium,1-Year,Mail,Hotspot,Chat,Billing Dispute,53,33.26,1677.58,84.43,11,True,83,5,Great network coverage,Positive,0.8885,25.4,0,31.65,0.2037,Gold,0.9703,2023-12-05
CUST02436,Midwest,Enterprise,1-Year,Manual-Online,Smartphone,Email,Contract Issue,9,178.07,1644.81,20.47,5,True,-88,1,Billing overcharge not fixed,Negative,0.2186,100,1,182.76,0.5,Bronze,0.271,2022-02-11
CUST02437,Southeast,Standard,2-Year,Mail,Home Internet,Email,Speed Issue,83,200.39,14893.5,93.31,4,True,-12,4,Great network coverage,Positive,0.7714,60.4,0,179.44,0.0476,Platinum,0.704,2024-10-18
CUST02438,Midwest,Basic,1-Year,Mail,Home Internet,Phone,Speed Issue,82,170.01,12946.41,33.6,15,True,89,5,Problem resolved quickly,Positive,0.8646,32.2,0,157.88,0.1807,Platinum,0.9808,2023-08-29
CUST02439,Northeast,Basic,1-Year,Mail,Smartphone,Chat,Billing Dispute,77,155.9,11545.82,35.7,5,True,48,5,Problem resolved quickly,Positive,0.6264,20.4,0,149.95,0.0641,Platinum,0.909,2023-06-16
CUST02440,Southeast,Basic,Month-to-Month,Manual-Online,Home Internet,Email,Plan Change,45,241.28,10249.21,93.2,5,True,32,5,Excellent support experience,Positive,0.6007,23.6,0,227.76,0.1087,Gold,0.881,2024-01-15
CUST02441,West,Basic,1-Year,In-Store,Tablet,Email,Contract Issue,45,226.28,9368.56,14.92,4,True,-27,2,Billing overcharge not fixed,Negative,0.0168,100,1,208.19,0.087,Gold,0.4778,2024-08-15
CUST02442,Northeast,Basic,1-Year,Manual-Online,Smartphone,Phone,Plan Change,43,164.27,6417.23,39.4,14,True,-17,5,Very happy with service,Positive,0.897,51.4,0,149.24,0.3182,Gold,0.7953,2023-03-05
CUST02443,Northeast,Standard,2-Year,Manual-Online,Smartphone,Chat,No Issue,10,70.14,639.48,19.11,2,True,-35,3,Acceptable service,Neutral,0.4516,91.0,1,63.95,0.1818,Bronze,0.5637,2023-03-22
CUST02444,West,Enterprise,Month-to-Month,Mail,Smartphone,Email,No Issue,4,127.66,497.54,113.69,0,False,-67,4,Problem resolved quickly,Positive,0.6742,63.4,0,124.39,0.0,Bronze,0.5577,2024-04-08
CUST02445,Southeast,Premium,2-Year,Manual-Online,Tablet,In-Store,Speed Issue,58,63.63,3843.91,60.03,1,True,89,4,Very happy with service,Positive,0.7925,34.2,0,66.27,0.0169,Gold,0.8808,2023-05-10
CUST02446,West,Enterprise,1-Year,In-Store,Tablet,Phone,Plan Change,76,166.77,12892.02,24.22,3,True,-8,3,Waited longer than expected,Neutral,0.4636,87.6,1,169.63,0.039,Platinum,0.611,2023-04-05
CUST02447,Southwest,Premium,1-Year,Manual-Online,Business Line,Phone,Device Problem,19,193.31,3135.07,50.91,11,True,-20,5,Very professional support team,Positive,0.7255,46.0,0,165.0,0.55,Silver,0.79,2024-09-13
CUST02448,Midwest,Enterprise,2-Year,Mail,Smartphone,Email,Contract Issue,43,191.6,7321.11,25.37,14,True,-82,2,Problem kept recurring,Negative,0.0988,100,1,170.26,0.3182,Gold,0.3815,2024-02-24
CUST02449,Northeast,Enterprise,2-Year,Auto-Pay,Home Internet,In-Store,Speed Issue,81,41.12,2906.09,3.43,0,True,-57,4,Great network coverage,Positive,0.7697,61.4,0,35.88,0.0,Platinum,0.6253,2024-01-01
CUST02450,Southwest,Enterprise,Month-to-Month,Auto-Pay,Hotspot,Chat,Contract Issue,17,237.3,3612.38,107.8,1,False,-51,1,Very disappointed with service,Negative,0.0993,100,1,212.49,0.0556,Silver,0.2858,2023-03-18
CUST02451,West,Enterprise,2-Year,Manual-Online,Tablet,App,Device Problem,82,156.61,13042.49,20.96,15,True,72,4,Agent was very helpful,Positive,0.7581,65.6,1,159.05,0.1807,Platinum,0.851,2024-11-21
CUST02452,Southwest,Enterprise,1-Year,Manual-Online,Smartphone,Chat,Contract Issue,45,65.96,2677.4,95.39,15,True,68,1,Problem kept recurring,Negative,0.1808,100,1,59.5,0.3261,Gold,0.544,2022-07-18
CUST02453,Midwest,Premium,1-Year,In-Store,Smartphone,App,Contract Issue,73,112.62,7432.29,116.32,12,True,62,3,Acceptable service,Neutral,0.3834,91.6,1,101.81,0.1622,Platinum,0.7335,2022-10-16
CUST02454,West,Enterprise,2-Year,Auto-Pay,Hotspot,In-Store,No Issue,30,176.46,4938.09,40.44,14,True,-18,1,Poor network reliability,Negative,0.1049,100,1,164.6,0.4516,Silver,0.3935,2022-08-31
CUST02455,Northeast,Standard,Month-to-Month,Mail,Home Internet,Phone,Billing Dispute,62,108.12,5839.25,34.06,11,False,9,1,Worst customer service experience,Negative,0.2185,100,1,94.18,0.1746,Platinum,0.3908,2024-02-10
CUST02456,Northeast,Basic,2-Year,In-Store,Smartphone,Email,Network Outage,35,248.85,8742.33,1.12,5,False,67,3,Got what I needed but took a while,Neutral,0.5083,76.6,1,249.78,0.1389,Silver,0.6923,2024-08-03
CUST02457,Midwest,Enterprise,2-Year,Mail,Hotspot,In-Store,Network Outage,18,159.34,2711.3,116.92,2,True,-14,1,Terrible wait times,Negative,0.1843,100,1,150.63,0.1053,Silver,0.4005,2022-11-08
CUST02458,Southeast,Standard,Month-to-Month,In-Store,Home Internet,Phone,Billing Dispute,40,184.64,7217.9,103.79,3,False,-15,2,Problem kept recurring,Negative,0.0659,100,1,180.45,0.0732,Gold,0.4487,2022-01-26
CUST02459,Midwest,Standard,1-Year,Manual-Online,Business Line,App,Billing Dispute,63,186.05,10127.78,107.02,13,True,48,2,Will consider switching providers,Negative,0.2409,100,1,160.76,0.2031,Platinum,0.609,2024-02-13
CUST02460,Northeast,Premium,Month-to-Month,Mail,Smartphone,Chat,Device Problem,51,56.78,2811.17,27.21,14,True,-16,5,Very happy with service,Positive,0.7077,51.2,0,55.12,0.2692,Gold,0.797,2022-09-02
CUST02461,West,Enterprise,1-Year,Mail,Tablet,Chat,Plan Change,74,245.32,16927.97,4.84,12,True,40,4,Agent went above and beyond,Positive,0.931,66.0,0,228.76,0.16,Platinum,0.795,2022-11-01
CUST02462,Southeast,Standard,Month-to-Month,Mail,Business Line,App,Speed Issue,61,129.5,7604.35,61.5,4,True,99,2,Will consider switching providers,Negative,0.121,98.2,1,124.66,0.0645,Platinum,0.6983,2024-12-23
CUST02463,West,Enterprise,Month-to-Month,Mail,Hotspot,App,Network Outage,30,32.68,986.15,5.25,14,True,-17,3,Nothing exceptional,Neutral,0.4771,100,1,32.87,0.4516,Silver,0.5953,2023-12-28
CUST02464,Northeast,Basic,Month-to-Month,Manual-Online,Home Internet,In-Store,No Issue,20,189.89,3294.86,100.4,12,False,95,5,Excellent support experience,Positive,0.7108,25.0,0,164.74,0.5714,Silver,0.9412,2022-11-23
CUST02465,Southwest,Standard,1-Year,Mail,Hotspot,App,Contract Issue,16,170.95,2570.75,51.0,10,True,45,3,Average experience,Neutral,0.4992,91.0,1,160.67,0.5882,Silver,0.7037,2023-03-20
CUST02466,Northeast,Premium,2-Year,Mail,Tablet,In-Store,Plan Change,11,205.18,1971.77,78.79,2,True,-73,5,Excellent support experience,Positive,0.8837,38.6,0,179.25,0.1667,Bronze,0.6973,2024-02-20
CUST02467,Southwest,Basic,Month-to-Month,In-Store,Home Internet,App,Billing Dispute,39,125.08,4444.24,72.21,1,True,74,5,Excellent support experience,Positive,0.7314,7.2,0,113.95,0.025,Gold,0.9545,2023-04-02
CUST02468,Southwest,Premium,Month-to-Month,Mail,Business Line,App,Billing Dispute,81,244.94,19333.22,82.6,13,True,-95,5,Great network coverage,Positive,0.9376,65.0,0,238.68,0.1585,Platinum,0.6587,2024-05-22
CUST02469,Northeast,Enterprise,2-Year,Auto-Pay,Hotspot,Email,No Issue,11,124.35,1337.4,104.66,12,True,-74,4,Agent was very helpful,Positive,0.9341,88.8,1,121.58,1.0,Bronze,0.5955,2023-07-24
CUST02470,Southeast,Basic,1-Year,Mail,Smartphone,App,Billing Dispute,44,192.87,8476.16,42.01,4,True,73,1,Problem kept recurring,Negative,0.1454,100,1,192.64,0.0889,Gold,0.5527,2023-10-23
CUST02471,West,Standard,1-Year,Auto-Pay,Smartphone,Phone,Billing Dispute,26,48.36,1084.98,94.58,13,True,14,3,Waited longer than expected,Neutral,0.4306,100,1,41.73,0.4815,Silver,0.6495,2022-11-08
CUST02472,Midwest,Premium,2-Year,Mail,Home Internet,Email,Contract Issue,13,164.19,2066.08,101.29,6,True,-8,1,Very disappointed with service,Negative,0.0248,100,1,158.93,0.4286,Silver,0.411,2022-10-07
CUST02473,West,Standard,Month-to-Month,In-Store,Business Line,Phone,Network Outage,57,232.25,12540.14,91.42,1,True,47,3,Average experience,Neutral,0.4268,72.6,1,220.0,0.0172,Gold,0.7072,2022-12-19
CUST02474,Southeast,Premium,2-Year,In-Store,Hotspot,Phone,Contract Issue,36,86.32,3131.04,11.88,0,True,-70,3,Nothing exceptional,Neutral,0.4432,94.0,1,86.97,0.0,Gold,0.5025,2023-07-21
CUST02475,Northeast,Premium,Month-to-Month,Manual-Online,Business Line,App,No Issue,47,246.18,11700.01,30.56,6,False,-8,1,Agent was unhelpful,Negative,0.1829,100,1,248.94,0.125,Gold,0.361,2023-05-12
CUST02476,Northeast,Enterprise,1-Year,Manual-Online,Hotspot,Phone,Contract Issue,29,62.38,1622.59,84.14,3,True,45,3,Could be improved,Neutral,0.5375,77.0,1,55.95,0.1,Silver,0.7037,2024-06-04
CUST02477,Midwest,Enterprise,Month-to-Month,Auto-Pay,Home Internet,Phone,Network Outage,48,34.17,1532.01,31.82,10,True,84,5,Very happy with service,Positive,0.9996,23.2,0,31.92,0.2041,Gold,0.972,2023-09-17
CUST02478,Southwest,Standard,2-Year,In-Store,Smartphone,In-Store,No Issue,70,65.02,4213.72,44.47,11,False,91,2,Problem kept recurring,Negative,0.007,100,1,60.2,0.1549,Platinum,0.6342,2024-05-26
CUST02479,Southeast,Premium,2-Year,Mail,Tablet,In-Store,Billing Dispute,68,43.3,2710.06,16.82,4,False,-64,2,Issue still not resolved,Negative,0.2916,100,1,39.85,0.058,Platinum,0.363,2024-07-31
CUST02480,Midwest,Basic,Month-to-Month,Auto-Pay,Hotspot,Phone,No Issue,18,169.89,2874.07,3.91,6,True,96,1,Billing overcharge not fixed,Negative,0.2812,100,1,159.67,0.3158,Silver,0.593,2024-06-27
CUST02481,West,Premium,1-Year,Mail,Tablet,In-Store,Billing Dispute,31,247.18,8026.71,70.95,15,True,34,1,Terrible wait times,Negative,0.0745,100,1,258.93,0.4688,Silver,0.4845,2023-01-13
CUST02482,Southwest,Basic,Month-to-Month,Manual-Online,Tablet,App,Device Problem,43,129.63,5571.59,101.56,15,False,-31,3,Average experience,Neutral,0.4879,100,1,129.57,0.3409,Gold,0.5208,2024-02-25
CUST02483,Southeast,Standard,Month-to-Month,Auto-Pay,Business Line,Phone,No Issue,36,199.74,7307.3,81.52,4,False,-69,2,Problem kept recurring,Negative,0.0226,100,1,202.98,0.1081,Gold,0.3543,2024-02-10
CUST02484,Northeast,Enterprise,2-Year,Manual-Online,Business Line,App,Speed Issue,44,46.32,2120.08,79.3,6,True,57,2,Poor network reliability,Negative,0.2923,100,1,48.18,0.1333,Gold,0.6248,2024-11-23
CUST02485,West,Basic,1-Year,Manual-Online,Home Internet,App,Speed Issue,64,204.89,11423.51,7.81,13,True,62,1,Will consider switching providers,Negative,0.0999,100,1,178.49,0.2,Platinum,0.5335,2024-04-30
CUST02486,Southeast,Premium,2-Year,Auto-Pay,Business Line,In-Store,Plan Change,39,46.12,1605.95,21.01,0,False,95,1,Issue still not resolved,Negative,0.2653,100,1,41.18,0.0,Gold,0.5413,2022-01-08
CUST02487,West,Basic,1-Year,Manual-Online,Tablet,In-Store,Billing Dispute,32,201.58,6017.08,4.49,10,True,-34,3,Could be improved,Neutral,0.3403,100,1,188.03,0.303,Silver,0.5655,2022-08-20
CUST02488,Southeast,Standard,1-Year,Mail,Home Internet,In-Store,Network Outage,72,201.88,13005.23,113.19,2,True,-23,2,Billing overcharge not fixed,Negative,0.2095,100,1,180.63,0.0274,Platinum,0.4848,2022-04-06
CUST02489,Southwest,Enterprise,2-Year,Mail,Hotspot,In-Store,Plan Change,34,68.84,2249.43,67.18,1,True,34,4,Outstanding customer care,Positive,0.7851,45.2,0,66.16,0.0286,Silver,0.7845,2022-07-07
CUST02490,Southeast,Basic,Month-to-Month,Manual-Online,Home Internet,Email,Plan Change,57,98.01,4756.82,7.81,6,True,-66,1,Issue still not resolved,Negative,0.1343,100,1,83.45,0.1034,Gold,0.3095,2022-02-04
CUST02491,Midwest,Standard,2-Year,Manual-Online,Tablet,In-Store,No Issue,41,145.68,5735.64,104.87,10,True,-94,4,Outstanding customer care,Positive,0.6465,88.8,1,139.89,0.2381,Gold,0.5605,2023-12-06
CUST02492,Southeast,Enterprise,Month-to-Month,Mail,Smartphone,App,Plan Change,14,32.12,413.18,12.53,1,True,-83,4,Agent was very helpful,Positive,0.9031,68.6,1,29.51,0.0667,Silver,0.5797,2022-05-12
CUST02493,Southeast,Enterprise,2-Year,Manual-Online,Tablet,Phone,Plan Change,84,33.95,2546.85,54.41,1,True,-93,5,Great network coverage,Positive,0.9551,40.6,0,30.32,0.0118,Platinum,0.6623,2022-07-06
CUST02494,Southwest,Premium,Month-to-Month,Auto-Pay,Hotspot,In-Store,Plan Change,50,48.11,2383.62,98.1,1,False,26,2,Poor network reliability,Negative,0.0109,100,1,47.67,0.0196,Gold,0.5205,2023-08-02
CUST02495,Midwest,Basic,2-Year,Auto-Pay,Home Internet,Phone,Contract Issue,45,80.3,3765.69,44.13,3,False,81,2,Terrible wait times,Negative,0.2922,99.8,1,83.68,0.0652,Gold,0.6167,2022-03-15
CUST02496,Midwest,Premium,1-Year,Auto-Pay,Home Internet,Phone,Billing Dispute,47,176.41,8390.99,113.77,3,True,-44,2,Worst customer service experience,Negative,0.1329,100,1,178.53,0.0625,Gold,0.448,2022-04-23
CUST02497,Southwest,Standard,1-Year,Auto-Pay,Home Internet,Email,Billing Dispute,82,215.34,16202.76,76.18,13,False,-14,2,Very disappointed with service,Negative,0.0667,100,1,197.59,0.1566,Platinum,0.4505,2024-02-26
CUST02498,Southeast,Premium,1-Year,In-Store,Tablet,Phone,Plan Change,13,159.36,2122.89,3.31,0,True,41,3,Average experience,Neutral,0.5045,71.8,0,163.3,0.0,Silver,0.6967,2024-09-26
CUST02499,Midwest,Basic,Month-to-Month,In-Store,Home Internet,App,Network Outage,83,56.67,4366.2,1.65,0,True,47,3,Nothing exceptional,Neutral,0.5602,70.6,1,52.6,0.0,Platinum,0.7072,2024-01-09
CUST02500,Southwest,Premium,1-Year,In-Store,Tablet,Chat,Billing Dispute,65,53.21,3386.44,72.14,4,True,-57,1,Terrible wait times,Negative,0.0315,100,1,52.1,0.0606,Platinum,0.3252,2024-12-05
CUST02501,Southwest,Basic,1-Year,Auto-Pay,Business Line,Chat,No Issue,63,198.43,10706.79,116.32,3,True,-1,4,Seamless experience overall,Positive,0.8536,56.2,0,169.95,0.0469,Platinum,0.7233,2022-02-12
CUST02502,Midwest,Enterprise,Month-to-Month,Mail,Tablet,Phone,Contract Issue,82,229.63,18367.56,34.77,6,False,-12,4,Great network coverage,Positive,0.9519,64.4,0,223.99,0.0723,Platinum,0.654,2024-10-19
CUST02503,Southeast,Basic,Month-to-Month,Auto-Pay,Hotspot,App,Device Problem,11,225.74,2522.08,46.63,10,True,-28,4,Outstanding customer care,Positive,0.6354,75.6,1,229.28,0.8333,Bronze,0.676,2023-08-20
CUST02504,Southeast,Enterprise,Month-to-Month,Mail,Hotspot,Email,Network Outage,9,219.99,1826.79,44.82,0,True,-88,2,Very disappointed with service,Negative,0.294,100,1,202.98,0.0,Bronze,0.371,2023-12-18
CUST02505,Midwest,Enterprise,Month-to-Month,In-Store,Home Internet,Email,Network Outage,58,181.33,10187.96,25.17,2,True,100,5,Very happy with service,Positive,0.8262,4.0,0,175.65,0.0339,Gold,1.0,2022-11-23
CUST02506,Midwest,Premium,Month-to-Month,Auto-Pay,Hotspot,In-Store,Contract Issue,39,127.22,4367.05,24.58,0,False,-25,1,Worst customer service experience,Negative,0.0038,100,1,111.98,0.0,Gold,0.3312,2022-12-22
CUST02507,Midwest,Standard,1-Year,In-Store,Tablet,Chat,Network Outage,33,193.45,6000.96,23.19,5,True,47,3,Issue eventually resolved,Neutral,0.4475,80.6,1,181.85,0.1471,Silver,0.7072,2023-06-29
CUST02508,Northeast,Basic,1-Year,Manual-Online,Home Internet,App,Billing Dispute,45,199.69,8120.09,20.6,3,False,-52,5,Problem resolved quickly,Positive,0.6845,36.4,0,180.45,0.0652,Gold,0.684,2024-04-11
CUST02509,Southwest,Basic,Month-to-Month,Manual-Online,Business Line,In-Store,Contract Issue,46,125.48,5032.2,97.65,12,True,-2,3,Could be improved,Neutral,0.4128,100,1,109.4,0.2553,Gold,0.6215,2024-08-07
CUST02510,Southwest,Premium,1-Year,Manual-Online,Hotspot,Chat,Plan Change,34,232.76,6818.52,81.98,9,True,46,5,Very professional support team,Positive,0.6621,28.8,0,200.54,0.2571,Silver,0.9055,2024-08-17
CUST02511,Northeast,Standard,2-Year,Mail,Smartphone,Chat,Network Outage,67,105.75,6497.1,100.09,8,True,35,2,Terrible wait times,Negative,0.0423,100,1,96.97,0.1176,Platinum,0.5862,2023-05-20
CUST02512,Southeast,Enterprise,1-Year,Auto-Pay,Business Line,Chat,No Issue,73,204.15,14244.53,93.7,5,True,54,1,Terrible wait times,Negative,0.0584,100,1,195.13,0.0676,Platinum,0.5195,2024-06-05
CUST02513,West,Standard,Month-to-Month,Manual-Online,Smartphone,Phone,Plan Change,68,93.68,5547.97,52.26,15,False,2,5,Agent was very helpful,Positive,0.8784,49.6,0,81.59,0.2174,Platinum,0.7785,2022-05-14
CUST02514,Southwest,Basic,2-Year,Auto-Pay,Hotspot,Chat,No Issue,63,223.84,13618.62,5.17,11,False,-25,3,Decent support,Neutral,0.3073,100,1,216.17,0.1719,Platinum,0.5312,2024-06-12
CUST02515,Southwest,Basic,1-Year,Manual-Online,Business Line,In-Store,No Issue,56,133.57,7184.17,37.32,3,True,90,3,Got what I needed but took a while,Neutral,0.4825,68.0,1,128.29,0.0526,Gold,0.7825,2024-08-03
CUST02516,Southwest,Standard,2-Year,Mail,Tablet,In-Store,Network Outage,22,187.51,3686.66,115.63,7,False,93,1,Will consider switching providers,Negative,0.0237,100,1,167.58,0.3043,Silver,0.5377,2022-03-24
CUST02517,Midwest,Enterprise,1-Year,In-Store,Smartphone,Email,Billing Dispute,30,97.79,2506.0,54.35,7,True,47,5,Seamless experience overall,Positive,0.7539,24.6,0,83.53,0.2258,Silver,0.9073,2022-06-25
CUST02518,West,Basic,1-Year,Auto-Pay,Business Line,Chat,Device Problem,1,65.22,58.93,104.02,13,True,13,3,Expected better response time,Neutral,0.4387,100,1,58.93,6.5,Bronze,0.6478,2024-12-29
CUST02519,Northeast,Basic,Month-to-Month,Auto-Pay,Business Line,Email,Network Outage,37,46.51,1581.29,81.2,3,False,91,5,Agent was very helpful,Positive,0.7656,7.8,0,42.74,0.0789,Gold,0.9343,2022-05-14
CUST02520,Northeast,Premium,1-Year,Mail,Tablet,Chat,Device Problem,27,86.16,2228.0,106.41,7,True,-21,1,Terrible wait times,Negative,0.2795,100,1,82.52,0.25,Silver,0.3882,2024-05-05
CUST02521,Midwest,Enterprise,Month-to-Month,Auto-Pay,Smartphone,In-Store,Plan Change,69,101.89,6223.49,48.89,15,True,-97,5,Great network coverage,Positive,0.9552,69.4,1,90.2,0.2143,Platinum,0.6552,2023-07-04
CUST02522,Southeast,Standard,Month-to-Month,Auto-Pay,Hotspot,App,Contract Issue,47,134.25,6291.83,106.92,12,True,10,1,Very disappointed with service,Negative,0.267,100,1,133.87,0.25,Gold,0.4425,2023-06-26
CUST02523,Northeast,Basic,2-Year,Manual-Online,Hotspot,Email,Device Problem,24,152.25,3677.2,52.44,14,True,-33,4,Great network coverage,Positive,0.783,84.6,1,153.22,0.56,Silver,0.6673,2024-06-07
CUST02524,Southeast,Basic,1-Year,Manual-Online,Smartphone,App,Billing Dispute,25,129.3,2834.06,19.05,6,True,-22,3,Expected better response time,Neutral,0.301,96.4,1,113.36,0.2308,Silver,0.5865,2024-12-10
CUST02525,Southeast,Premium,2-Year,Auto-Pay,Smartphone,In-Store,Speed Issue,63,120.72,7347.74,87.32,6,False,42,1,Agent was unhelpful,Negative,0.2778,100,1,116.63,0.0938,Platinum,0.4485,2024-08-30
CUST02526,Southeast,Standard,2-Year,Mail,Business Line,Chat,Plan Change,10,110.02,1132.78,79.44,5,True,76,5,Great network coverage,Positive,0.6996,14.8,0,113.28,0.4545,Bronze,0.958,2022-12-25
CUST02527,Northeast,Standard,1-Year,Mail,Smartphone,In-Store,Billing Dispute,84,82.46,6585.38,9.65,15,False,3,1,Problem kept recurring,Negative,0.0929,100,1,78.4,0.1765,Platinum,0.3802,2022-01-30
CUST02528,West,Standard,1-Year,In-Store,Business Line,App,Billing Dispute,1,104.46,89.42,70.93,13,False,37,1,No accountability at all,Negative,0.2008,100,1,89.42,6.5,Bronze,0.4397,2024-06-28
CUST02529,Southwest,Standard,2-Year,In-Store,Business Line,Phone,No Issue,8,200.95,1653.5,115.9,5,False,65,5,Excellent support experience,Positive,0.7096,17.0,0,206.69,0.5556,Bronze,0.8887,2023-12-15
CUST02530,Southeast,Premium,Month-to-Month,Mail,Business Line,App,Contract Issue,20,83.44,1741.06,21.75,14,True,61,3,Got what I needed but took a while,Neutral,0.3297,95.8,1,87.05,0.6667,Silver,0.7318,2022-06-25
CUST02531,Midwest,Enterprise,2-Year,Manual-Online,Tablet,Chat,No Issue,50,139.62,5974.84,81.82,8,False,25,1,Billing overcharge not fixed,Negative,0.2111,100,1,119.5,0.1569,Gold,0.4188,2022-06-08
CUST02532,Southeast,Basic,1-Year,In-Store,Home Internet,Chat,No Issue,21,38.16,771.2,91.12,4,True,40,4,Outstanding customer care,Positive,0.8015,50.0,0,36.72,0.1818,Silver,0.795,2024-04-04
CUST02533,Southeast,Standard,1-Year,Mail,Smartphone,In-Store,Network Outage,17,205.5,3290.31,49.46,13,True,56,3,Expected better response time,Neutral,0.4223,94.8,1,193.55,0.7222,Silver,0.723,2022-04-11
CUST02534,West,Premium,1-Year,In-Store,Smartphone,In-Store,Plan Change,71,85.21,5407.78,106.64,12,True,72,2,Terrible wait times,Negative,0.1249,100,1,76.17,0.1667,Platinum,0.651,2022-06-25
CUST02535,Southwest,Premium,1-Year,Manual-Online,Hotspot,In-Store,Device Problem,62,187.17,11927.6,44.1,4,True,-14,5,Problem resolved quickly,Positive,0.7656,30.8,0,192.38,0.0635,Platinum,0.8005,2024-11-16
CUST02536,Southeast,Enterprise,1-Year,In-Store,Business Line,App,Network Outage,25,196.88,5056.56,45.9,9,True,-32,3,Average experience,Neutral,0.4054,100,1,202.26,0.3462,Silver,0.569,2024-03-09
CUST02537,West,Basic,Month-to-Month,Auto-Pay,Home Internet,App,Network Outage,80,103.22,8603.77,67.09,2,False,94,1,Agent was unhelpful,Negative,0.1314,100,1,107.55,0.0247,Platinum,0.5395,2024-04-21
CUST02538,Southeast,Standard,2-Year,In-Store,Smartphone,Phone,No Issue,66,248.41,16317.14,4.68,6,False,-35,1,Worst customer service experience,Negative,0.1833,100,1,247.23,0.0896,Platinum,0.3137,2022-01-20
CUST02539,Southwest,Enterprise,1-Year,In-Store,Smartphone,Chat,Plan Change,53,200.86,9265.22,99.24,14,True,26,5,Problem resolved quickly,Positive,0.8499,42.8,0,174.82,0.2593,Gold,0.8705,2023-02-28
